CustomerID,PurchaseFrequency,CohortMonth,FrequencySegment
16753,1,01-10-2011,Low Frequency
16754,1,01-12-2010,Low Frequency
16755,3,,Medium Frequency
16756,1,01-05-2011,Low Frequency
16757,1,,Low Frequency
16758,1,01-10-2011,Low Frequency
16759,3,01-11-2011,Medium Frequency
16761,1,01-09-2011,Low Frequency
16762,3,,Medium Frequency
16763,1,,Low Frequency
16764,13,01-08-2011,High Frequency
16765,1,,Low Frequency
16766,2,01-03-2011,Medium Frequency
16767,11,01-05-2011,High Frequency
16768,3,,Medium Frequency
16769,1,,Low Frequency
16770,5,01-12-2010,High Frequency
16771,5,01-01-2011,High Frequency
16773,1,,Low Frequency
16774,4,01-10-2011,Medium Frequency
16775,11,01-12-2010,High Frequency
16776,1,01-10-2011,Low Frequency
16777,2,,Medium Frequency
16778,2,01-03-2011,Medium Frequency
16779,22,01-12-2010,High Frequency
16780,2,,Medium Frequency
16781,1,01-12-2010,Low Frequency
16782,13,01-12-2010,High Frequency
16784,1,,Low Frequency
16788,2,01-08-2011,Medium Frequency
16789,1,01-12-2011,Low Frequency
16790,6,01-11-2011,High Frequency
16791,7,01-01-2011,High Frequency
16792,2,01-03-2011,Medium Frequency
16793,1,,Low Frequency
16794,10,01-06-2011,High Frequency
16795,1,01-12-2010,Low Frequency
16796,1,01-09-2011,Low Frequency
16800,1,,Low Frequency
16801,4,01-03-2011,Medium Frequency
16803,1,01-10-2011,Low Frequency
16804,3,,Medium Frequency
16805,2,,Medium Frequency
16806,4,01-05-2011,Medium Frequency
16807,3,01-05-2011,Medium Frequency
16808,2,01-03-2011,Medium Frequency
16809,5,01-10-2011,High Frequency
16810,1,,Low Frequency
16811,2,01-12-2011,Medium Frequency
16812,1,,Low Frequency
16813,10,01-06-2011,High Frequency
16814,21,01-12-2010,High Frequency
16816,4,,Medium Frequency
16817,9,01-12-2010,High Frequency
16818,11,01-06-2011,High Frequency
16820,1,01-09-2011,Low Frequency
16823,1,,Low Frequency
16824,2,,Medium Frequency
16825,2,01-06-2011,Medium Frequency
16826,1,,Low Frequency
16828,2,01-09-2011,Medium Frequency
16829,1,01-07-2011,Low Frequency
16830,1,01-11-2011,Low Frequency
16832,3,01-05-2011,Medium Frequency
16833,4,01-01-2011,Medium Frequency
16834,1,,Low Frequency
16835,2,01-12-2010,Medium Frequency
16836,2,,Medium Frequency
16837,11,01-04-2011,High Frequency
16838,2,,Medium Frequency
16839,34,01-12-2010,High Frequency
16841,6,01-05-2011,High Frequency
16842,3,01-02-2011,Medium Frequency
16843,16,01-04-2011,High Frequency
16846,1,,Low Frequency
16847,1,,Low Frequency
16848,1,,Low Frequency
16849,1,01-06-2011,Low Frequency
16850,1,01-01-2011,Low Frequency
16851,3,01-12-2011,Medium Frequency
16852,2,,Medium Frequency
16855,2,,Medium Frequency
16856,1,,Low Frequency
16858,1,01-12-2010,Low Frequency
16859,2,,Medium Frequency
16861,2,01-07-2011,Medium Frequency
16863,2,01-12-2010,Medium Frequency
16866,3,01-07-2011,Medium Frequency
16869,4,,Medium Frequency
16871,6,01-09-2011,High Frequency
16872,3,01-06-2011,Medium Frequency
16873,6,01-12-2010,High Frequency
16875,5,01-01-2011,High Frequency
16877,6,01-07-2011,High Frequency
16878,1,,Low Frequency
16880,7,01-06-2011,High Frequency
16881,1,01-10-2011,Low Frequency
16882,3,01-10-2011,Medium Frequency
16883,2,01-12-2010,Medium Frequency
16884,2,01-11-2011,Medium Frequency
16885,3,,Medium Frequency
16887,1,01-11-2011,Low Frequency
16889,3,01-01-2011,Medium Frequency
16891,5,01-12-2010,High Frequency
16892,5,01-06-2011,High Frequency
16893,1,01-12-2010,Low Frequency
16895,1,01-10-2011,Low Frequency
16897,2,,Medium Frequency
16898,3,01-12-2010,Medium Frequency
16899,6,01-09-2011,High Frequency
16900,3,01-10-2011,Medium Frequency
16902,1,,Low Frequency
16903,1,01-11-2011,Low Frequency
16904,16,01-12-2010,High Frequency
16905,7,01-12-2010,High Frequency
16906,4,01-04-2011,Medium Frequency
16907,5,01-12-2010,High Frequency
16909,1,,Low Frequency
16910,8,01-09-2011,High Frequency
16912,11,01-10-2011,High Frequency
16913,1,,Low Frequency
16914,1,01-11-2011,Low Frequency
16915,6,01-03-2011,High Frequency
16916,2,01-12-2010,Medium Frequency
16917,1,01-03-2011,Low Frequency
16918,6,01-07-2011,High Frequency
16919,11,01-12-2010,High Frequency
16921,1,01-10-2011,Low Frequency
16923,19,01-12-2010,High Frequency
16924,3,01-10-2011,Medium Frequency
16926,1,01-12-2010,Low Frequency
16927,3,01-03-2011,Medium Frequency
16928,17,01-12-2010,High Frequency
16929,7,01-07-2011,High Frequency
16930,3,01-10-2011,Medium Frequency
16931,21,01-12-2010,High Frequency
16932,1,,Low Frequency
16933,2,01-12-2011,Medium Frequency
16934,2,,Medium Frequency
16936,1,,Low Frequency
16938,4,01-02-2011,Medium Frequency
16940,3,,Medium Frequency
16942,9,01-05-2011,High Frequency
16943,3,01-05-2011,Medium Frequency
16945,19,01-02-2011,High Frequency
16947,1,,Low Frequency
16948,3,,Medium Frequency
16949,6,01-05-2011,High Frequency
16950,3,01-12-2010,Medium Frequency
16951,3,01-02-2011,Medium Frequency
16952,2,,Medium Frequency
16953,1,01-11-2011,Low Frequency
16954,9,01-08-2011,High Frequency
16955,4,01-12-2010,Medium Frequency
16956,1,,Low Frequency
16957,2,01-03-2011,Medium Frequency
16959,1,,Low Frequency
16960,3,01-04-2011,Medium Frequency
16961,1,,Low Frequency
16963,1,01-06-2011,Low Frequency
16965,1,,Low Frequency
16966,7,01-12-2011,High Frequency
16967,1,01-06-2011,Low Frequency
16968,2,01-12-2011,Medium Frequency
16969,3,01-06-2011,Medium Frequency
16971,1,01-11-2011,Low Frequency
16976,1,,Low Frequency
16978,1,,Low Frequency
16979,6,01-11-2011,High Frequency
16980,2,,Medium Frequency
16982,1,01-10-2011,Low Frequency
16983,7,01-12-2010,High Frequency
16984,2,01-08-2011,Medium Frequency
16985,10,01-05-2011,High Frequency
16986,2,01-11-2011,Medium Frequency
16987,7,01-12-2011,High Frequency
16988,1,01-12-2011,Low Frequency
16989,6,01-07-2011,High Frequency
16990,1,01-05-2011,Low Frequency
16992,5,01-09-2011,High Frequency
16996,6,01-04-2011,High Frequency
16997,3,01-02-2011,Medium Frequency
16998,4,01-02-2011,Medium Frequency
16999,2,,Medium Frequency
17001,11,01-03-2011,High Frequency
17002,3,01-05-2011,Medium Frequency
17004,2,01-09-2011,Medium Frequency
17006,4,01-11-2011,Medium Frequency
17007,6,01-05-2011,High Frequency
17010,1,,Low Frequency
17011,1,01-11-2011,Low Frequency
17014,3,01-10-2011,Medium Frequency
17015,3,01-06-2011,Medium Frequency
17017,20,01-12-2010,High Frequency
17018,2,,Medium Frequency
17019,4,01-12-2010,Medium Frequency
17022,1,01-11-2011,Low Frequency
17024,3,01-07-2011,Medium Frequency
17025,3,01-12-2010,Medium Frequency
17026,2,01-12-2010,Medium Frequency
17027,6,01-03-2011,High Frequency
17029,2,,Medium Frequency
17030,1,01-10-2011,Low Frequency
17031,2,01-07-2011,Medium Frequency
17033,3,01-05-2011,Medium Frequency
17034,3,,Medium Frequency
17035,2,01-02-2011,Medium Frequency
17037,1,,Low Frequency
17038,1,01-11-2011,Low Frequency
17040,1,,Low Frequency
17041,3,,Medium Frequency
17042,5,01-04-2011,High Frequency
17043,4,01-11-2011,Medium Frequency
17044,1,,Low Frequency
17045,3,01-04-2011,Medium Frequency
17046,1,01-07-2011,Low Frequency
17047,3,,Medium Frequency
17048,3,01-01-2011,Medium Frequency
17049,9,01-03-2011,High Frequency
17050,6,01-03-2011,High Frequency
17051,1,,Low Frequency
17052,1,01-11-2011,Low Frequency
17053,1,01-08-2011,Low Frequency
17054,5,01-04-2011,High Frequency
17058,3,,Medium Frequency
17059,5,01-12-2010,High Frequency
17060,1,,Low Frequency
17061,11,01-05-2011,High Frequency
17062,4,01-12-2010,Medium Frequency
17063,7,,High Frequency
17064,3,01-06-2011,Medium Frequency
17068,21,01-12-2010,High Frequency
17069,9,01-12-2010,High Frequency
17070,1,,Low Frequency
17071,9,01-02-2011,High Frequency
17073,4,,Medium Frequency
17075,4,,Medium Frequency
17076,3,01-12-2010,Medium Frequency
17078,2,01-11-2011,Medium Frequency
17079,1,,Low Frequency
17080,2,,Medium Frequency
17081,2,,Medium Frequency
17082,2,01-11-2011,Medium Frequency
17083,3,01-02-2011,Medium Frequency
17084,2,01-11-2011,Medium Frequency
17085,5,01-12-2010,High Frequency
17086,6,01-10-2011,High Frequency
17088,4,01-06-2011,Medium Frequency
17090,7,01-09-2011,High Frequency
17091,9,01-12-2010,High Frequency
17092,4,01-03-2011,Medium Frequency
17094,1,,Low Frequency
17095,3,01-01-2011,Medium Frequency
17096,4,01-10-2011,Medium Frequency
17097,8,01-12-2010,High Frequency
17100,2,,Medium Frequency
17101,4,01-11-2011,Medium Frequency
17102,1,,Low Frequency
17105,2,01-02-2011,Medium Frequency
17107,6,01-03-2011,High Frequency
17109,6,01-11-2011,High Frequency
17110,1,,Low Frequency
17111,1,,Low Frequency
17114,8,01-01-2011,High Frequency
17115,3,01-06-2011,Medium Frequency
17117,1,,Low Frequency
17118,1,,Low Frequency
17119,2,01-10-2011,Medium Frequency
17120,1,,Low Frequency
17122,1,01-08-2011,Low Frequency
17123,1,01-07-2011,Low Frequency
17124,1,01-06-2011,Low Frequency
17125,1,,Low Frequency
17126,5,01-12-2010,High Frequency
17128,1,01-01-2011,Low Frequency
17131,5,01-11-2011,High Frequency
17133,7,01-04-2011,High Frequency
17134,2,,Medium Frequency
17135,7,01-12-2010,High Frequency
17138,1,01-03-2011,Low Frequency
17139,12,01-08-2011,High Frequency
17140,1,01-04-2011,Low Frequency
17142,1,,Low Frequency
17144,2,01-12-2011,Medium Frequency
17146,3,,Medium Frequency
17147,4,01-02-2011,Medium Frequency
17148,1,,Low Frequency
17152,3,,Medium Frequency
17153,1,,Low Frequency
17154,1,,Low Frequency
17155,2,,Medium Frequency
17157,2,01-12-2011,Medium Frequency
17158,3,01-11-2011,Medium Frequency
17159,3,,Medium Frequency
17160,6,01-04-2011,High Frequency
17162,10,01-02-2011,High Frequency
17163,2,,Medium Frequency
17164,7,01-03-2011,High Frequency
17165,1,,Low Frequency
17166,2,01-11-2011,Medium Frequency
17169,2,01-06-2011,Medium Frequency
17171,1,,Low Frequency
17172,1,,Low Frequency
17173,8,01-10-2011,High Frequency
17174,1,01-05-2011,Low Frequency
17175,4,01-06-2011,Medium Frequency
17176,1,,Low Frequency
17179,3,,Medium Frequency
17180,4,01-04-2011,Medium Frequency
17181,2,01-12-2010,Medium Frequency
17183,6,01-11-2011,High Frequency
17186,2,01-10-2011,Medium Frequency
17187,1,,Low Frequency
17188,7,01-12-2010,High Frequency
17189,2,,Medium Frequency
17190,2,01-10-2011,Medium Frequency
17191,7,01-12-2010,High Frequency
17193,7,01-10-2011,High Frequency
17194,2,01-03-2011,Medium Frequency
17197,1,01-11-2011,Low Frequency
17198,3,01-12-2010,Medium Frequency
17201,1,,Low Frequency
17203,6,01-10-2011,High Frequency
17204,4,01-04-2011,Medium Frequency
17205,1,,Low Frequency
17206,1,,Low Frequency
17211,8,01-12-2010,High Frequency
17212,1,,Low Frequency
17213,7,01-12-2010,High Frequency
17214,6,01-02-2011,High Frequency
17217,1,,Low Frequency
17218,10,01-12-2010,High Frequency
17219,1,01-11-2011,Low Frequency
17220,14,01-12-2010,High Frequency
17221,2,01-11-2011,Medium Frequency
17222,1,01-10-2011,Low Frequency
17223,2,01-12-2010,Medium Frequency
17226,1,01-02-2011,Low Frequency
17227,6,01-12-2010,High Frequency
17228,8,01-12-2010,High Frequency
17229,2,01-09-2011,Medium Frequency
17230,8,01-02-2011,High Frequency
17231,10,01-05-2011,High Frequency
17232,2,01-12-2011,Medium Frequency
17233,1,01-11-2011,Low Frequency
17234,1,01-06-2011,Low Frequency
17235,2,01-12-2010,Medium Frequency
17236,6,01-12-2010,High Frequency
17237,2,,Medium Frequency
17238,17,01-12-2010,High Frequency
17239,1,,Low Frequency
17242,2,01-06-2011,Medium Frequency
17243,26,01-12-2010,High Frequency
17244,1,,Low Frequency
17245,1,,Low Frequency
17247,1,,Low Frequency
17248,1,01-08-2011,Low Frequency
17250,2,01-12-2011,Medium Frequency
17251,1,01-12-2010,Low Frequency
17252,2,01-06-2011,Medium Frequency
17253,1,,Low Frequency
17254,2,01-12-2011,Medium Frequency
17255,2,,Medium Frequency
17256,2,,Medium Frequency
17259,2,01-12-2010,Medium Frequency
17262,5,01-12-2010,High Frequency
17263,1,,Low Frequency
17265,2,01-06-2011,Medium Frequency
17266,3,01-12-2011,Medium Frequency
17267,2,01-08-2011,Medium Frequency
17268,4,01-04-2011,Medium Frequency
17272,4,,Medium Frequency
17274,1,01-11-2011,Low Frequency
17277,2,,Medium Frequency
17278,1,01-04-2011,Low Frequency
17279,1,,Low Frequency
17282,3,01-08-2011,Medium Frequency
17284,6,01-01-2011,High Frequency
17286,1,,Low Frequency
17287,7,01-12-2010,High Frequency
17288,7,01-04-2011,High Frequency
17289,3,01-06-2011,Medium Frequency
17290,2,01-12-2011,Medium Frequency
17291,1,01-02-2011,Low Frequency
17293,9,01-02-2011,High Frequency
17295,3,01-10-2011,Medium Frequency
17297,1,,Low Frequency
17298,2,01-08-2011,Medium Frequency
17299,4,01-09-2011,Medium Frequency
17301,1,,Low Frequency
17302,5,01-02-2011,High Frequency
17303,1,,Low Frequency
17306,19,01-03-2011,High Frequency
17309,1,01-09-2011,Low Frequency
17311,2,,Medium Frequency
17312,3,01-07-2011,Medium Frequency
17313,1,01-11-2011,Low Frequency
17314,8,01-02-2011,High Frequency
17315,38,01-01-2011,High Frequency
17317,3,01-09-2011,Medium Frequency
17320,3,01-12-2010,Medium Frequency
17321,2,01-10-2011,Medium Frequency
17323,7,01-05-2011,High Frequency
17324,4,01-12-2010,Medium Frequency
17325,1,01-03-2011,Low Frequency
17329,2,,Medium Frequency
17330,2,01-10-2011,Medium Frequency
17331,1,01-08-2011,Low Frequency
17333,1,,Low Frequency
17334,2,01-02-2011,Medium Frequency
17337,4,01-02-2011,Medium Frequency
17338,8,01-01-2011,High Frequency
17339,2,01-12-2010,Medium Frequency
17340,11,01-12-2010,High Frequency
17341,3,01-12-2010,Medium Frequency
17343,1,,Low Frequency
17344,1,,Low Frequency
17345,4,01-09-2011,Medium Frequency
17346,15,01-12-2010,High Frequency
17347,1,,Low Frequency
17348,5,01-11-2011,High Frequency
17349,1,,Low Frequency
17350,4,01-12-2011,Medium Frequency
17351,3,01-03-2011,Medium Frequency
17353,2,01-07-2011,Medium Frequency
17354,1,,Low Frequency
17356,1,01-02-2011,Low Frequency
17357,2,,Medium Frequency
17358,2,01-02-2011,Medium Frequency
17359,1,,Low Frequency
17360,3,01-06-2011,Medium Frequency
17361,3,01-06-2011,Medium Frequency
17362,2,01-02-2011,Medium Frequency
17364,11,01-01-2011,High Frequency
17365,8,01-01-2011,High Frequency
17367,1,,Low Frequency
17368,8,01-01-2011,High Frequency
17370,4,01-09-2011,Medium Frequency
17371,3,,Medium Frequency
17372,8,01-12-2010,High Frequency
17373,4,,Medium Frequency
17374,2,01-03-2011,Medium Frequency
17375,3,,Medium Frequency
17376,2,01-02-2011,Medium Frequency
17377,20,01-12-2010,High Frequency
17379,1,,Low Frequency
17381,29,01-12-2010,High Frequency
17382,1,01-10-2011,Low Frequency
17383,1,01-12-2011,Low Frequency
17384,2,01-05-2011,Medium Frequency
17385,1,,Low Frequency
17386,6,01-09-2011,High Frequency
17387,2,01-11-2011,Medium Frequency
17388,4,01-05-2011,Medium Frequency
17389,34,01-01-2011,High Frequency
17391,2,,Medium Frequency
17392,2,01-02-2011,Medium Frequency
17394,1,01-05-2011,Low Frequency
17396,8,01-12-2010,High Frequency
17397,2,,Medium Frequency
17398,3,,Medium Frequency
17400,5,01-08-2011,High Frequency
17402,13,01-12-2010,High Frequency
17403,1,01-11-2011,Low Frequency
17404,15,01-03-2011,High Frequency
17405,3,01-07-2011,Medium Frequency
17406,3,01-12-2010,Medium Frequency
17408,1,,Low Frequency
17409,2,01-04-2011,Medium Frequency
17410,5,01-05-2011,High Frequency
17411,3,,Medium Frequency
17412,7,01-12-2010,High Frequency
17414,2,01-06-2011,Medium Frequency
17415,1,,Low Frequency
17416,7,01-03-2011,High Frequency
17418,2,,Medium Frequency
17419,12,01-12-2010,High Frequency
17420,3,01-12-2010,Medium Frequency
17422,6,01-05-2011,High Frequency
17423,2,01-05-2011,Medium Frequency
17425,2,01-10-2011,Medium Frequency
17426,6,01-03-2011,High Frequency
17427,1,,Low Frequency
17428,28,01-12-2010,High Frequency
17429,3,01-05-2011,Medium Frequency
17430,2,01-12-2010,Medium Frequency
17431,1,,Low Frequency
17432,2,01-11-2011,Medium Frequency
17433,1,01-09-2011,Low Frequency
17434,7,01-11-2011,High Frequency
17436,2,01-12-2011,Medium Frequency
17438,1,,Low Frequency
17440,3,01-04-2011,Medium Frequency
17442,6,01-05-2011,High Frequency
17443,1,01-05-2011,Low Frequency
17444,3,01-07-2011,Medium Frequency
17446,2,01-02-2011,Medium Frequency
17447,2,,Medium Frequency
17449,7,01-03-2011,High Frequency
17450,46,01-12-2010,High Frequency
17451,7,01-12-2011,High Frequency
17453,2,01-10-2011,Medium Frequency
17454,4,,Medium Frequency
17455,1,,Low Frequency
17456,1,01-12-2010,Low Frequency
17457,5,01-01-2011,High Frequency
17458,1,,Low Frequency
17459,2,01-10-2011,Medium Frequency
17460,6,01-12-2010,High Frequency
17461,3,01-11-2011,Medium Frequency
17462,2,01-10-2011,Medium Frequency
17463,5,,High Frequency
17464,1,01-07-2011,Low Frequency
17466,2,,Medium Frequency
17468,2,,Medium Frequency
17469,5,01-07-2011,High Frequency
17470,5,01-12-2010,High Frequency
17472,3,01-06-2011,Medium Frequency
17475,1,,Low Frequency
17480,1,,Low Frequency
17481,4,01-09-2011,Medium Frequency
17483,3,01-06-2011,Medium Frequency
17486,1,,Low Frequency
17489,2,01-05-2011,Medium Frequency
17490,7,01-10-2011,High Frequency
17491,10,01-12-2010,High Frequency
17492,1,01-04-2011,Low Frequency
17495,2,01-11-2011,Medium Frequency
17496,1,,Low Frequency
17498,1,,Low Frequency
17499,1,,Low Frequency
17500,3,01-11-2011,Medium Frequency
17501,2,01-05-2011,Medium Frequency
17502,4,01-11-2011,Medium Frequency
17503,2,01-11-2011,Medium Frequency
17504,9,01-05-2011,High Frequency
17505,2,01-07-2011,Medium Frequency
17506,1,,Low Frequency
17507,2,01-02-2011,Medium Frequency
17508,1,01-03-2011,Low Frequency
17509,8,01-10-2011,High Frequency
17510,1,,Low Frequency
17511,31,01-12-2010,High Frequency
17512,10,01-02-2011,High Frequency
17513,1,,Low Frequency
17514,1,01-08-2011,Low Frequency
17515,4,01-11-2011,Medium Frequency
17516,5,01-05-2011,High Frequency
17517,1,01-02-2011,Low Frequency
17519,6,01-12-2010,High Frequency
17520,1,,Low Frequency
17521,3,01-10-2011,Medium Frequency
17522,5,01-05-2011,High Frequency
17523,4,,Medium Frequency
17524,1,,Low Frequency
17525,1,,Low Frequency
17526,4,01-12-2010,Medium Frequency
17527,4,01-05-2011,Medium Frequency
17528,8,01-10-2011,High Frequency
17530,10,01-12-2010,High Frequency
17531,1,01-06-2011,Low Frequency
17534,1,,Low Frequency
17535,1,01-03-2011,Low Frequency
17536,1,,Low Frequency
17537,2,01-02-2011,Medium Frequency
17538,1,,Low Frequency
17540,2,,Medium Frequency
17542,1,,Low Frequency
17545,3,,Medium Frequency
17548,1,,Low Frequency
17549,2,,Medium Frequency
17550,3,01-04-2011,Medium Frequency
17551,1,,Low Frequency
17552,4,01-12-2010,Medium Frequency
17553,1,01-08-2011,Low Frequency
17554,5,01-08-2011,High Frequency
17555,2,01-01-2011,Medium Frequency
17556,1,,Low Frequency
17557,3,,Medium Frequency
17560,4,01-02-2011,Medium Frequency
17561,1,,Low Frequency
17562,7,01-07-2011,High Frequency
17564,3,,Medium Frequency
17566,2,01-12-2011,Medium Frequency
17567,8,01-12-2010,High Frequency
17569,1,01-01-2011,Low Frequency
17571,4,01-03-2011,Medium Frequency
17572,4,01-12-2010,Medium Frequency
17573,3,01-09-2011,Medium Frequency
17574,1,01-04-2011,Low Frequency
17576,19,01-12-2010,High Frequency
17578,1,01-05-2011,Low Frequency
17579,3,01-12-2011,Medium Frequency
17580,3,01-04-2011,Medium Frequency
17581,25,01-12-2010,High Frequency
17582,1,,Low Frequency
17584,2,01-08-2011,Medium Frequency
17585,4,01-01-2011,Medium Frequency
17588,3,,Medium Frequency
17589,4,01-06-2011,Medium Frequency
17590,3,01-12-2011,Medium Frequency
17591,7,01-12-2010,High Frequency
17593,5,01-09-2011,High Frequency
17594,2,,Medium Frequency
17595,2,01-11-2011,Medium Frequency
17596,7,01-12-2010,High Frequency
17597,1,01-05-2011,Low Frequency
17600,1,,Low Frequency
17601,1,,Low Frequency
17602,6,01-08-2011,High Frequency
17603,1,,Low Frequency
17604,2,01-05-2011,Medium Frequency
17608,2,01-11-2011,Medium Frequency
17609,5,01-02-2011,High Frequency
17611,15,01-04-2011,High Frequency
17612,6,01-05-2011,High Frequency
17613,14,01-02-2011,High Frequency
17614,1,,Low Frequency
17615,3,01-05-2011,Medium Frequency
17616,3,01-12-2010,Medium Frequency
17618,3,01-12-2010,Medium Frequency
17619,1,,Low Frequency
17620,1,01-10-2011,Low Frequency
17621,3,,Medium Frequency
17623,1,01-11-2011,Low Frequency
17624,2,01-05-2011,Medium Frequency
17625,4,,Medium Frequency
17628,1,,Low Frequency
17629,8,01-04-2011,High Frequency
17630,2,,Medium Frequency
17631,3,01-12-2011,Medium Frequency
17633,4,01-08-2011,Medium Frequency
17634,9,01-01-2011,High Frequency
17636,1,,Low Frequency
17637,2,01-11-2011,Medium Frequency
17639,1,01-03-2011,Low Frequency
17640,1,,Low Frequency
17642,2,01-08-2011,Medium Frequency
17643,1,01-12-2010,Low Frequency
17644,11,01-08-2011,High Frequency
17646,3,01-12-2010,Medium Frequency
17647,1,01-10-2011,Low Frequency
17648,4,01-04-2011,Medium Frequency
17649,1,,Low Frequency
17650,1,,Low Frequency
17651,10,01-07-2011,High Frequency
17652,12,01-03-2011,High Frequency
17653,4,01-08-2011,Medium Frequency
17654,1,01-03-2011,Low Frequency
17655,7,01-12-2010,High Frequency
17656,5,01-08-2011,High Frequency
17658,2,01-05-2011,Medium Frequency
17659,12,01-12-2010,High Frequency
17660,1,,Low Frequency
17663,7,01-07-2011,High Frequency
17664,2,01-05-2011,Medium Frequency
17666,2,01-10-2011,Medium Frequency
17667,5,01-05-2011,High Frequency
17668,2,01-11-2011,Medium Frequency
17669,7,01-04-2011,High Frequency
17670,1,,Low Frequency
17671,4,01-12-2010,Medium Frequency
17672,2,01-02-2011,Medium Frequency
17673,6,01-06-2011,High Frequency
17674,2,01-12-2010,Medium Frequency
17675,31,01-12-2010,High Frequency
17676,6,01-12-2010,High Frequency
17677,30,01-12-2010,High Frequency
17678,1,,Low Frequency
17679,2,,Medium Frequency
17680,1,,Low Frequency
17682,6,01-12-2010,High Frequency
17684,1,,Low Frequency
17685,7,01-12-2010,High Frequency
17686,7,01-02-2011,High Frequency
17690,15,01-12-2010,High Frequency
17691,2,01-12-2010,Medium Frequency
17692,4,01-02-2011,Medium Frequency
17693,1,,Low Frequency
17694,1,,Low Frequency
17695,2,,Medium Frequency
17696,8,01-12-2010,High Frequency
17697,1,,Low Frequency
17698,1,,Low Frequency
17700,4,01-03-2011,Medium Frequency
17701,1,01-04-2011,Low Frequency
17702,4,01-11-2011,Medium Frequency
17703,3,01-11-2011,Medium Frequency
17704,2,,Medium Frequency
17705,9,01-02-2011,High Frequency
17706,17,01-12-2010,High Frequency
17707,2,01-01-2011,Medium Frequency
17708,2,01-06-2011,Medium Frequency
17709,1,,Low Frequency
17711,2,,Medium Frequency
17712,1,,Low Frequency
17714,1,,Low Frequency
17715,1,,Low Frequency
17716,11,01-04-2011,High Frequency
17718,1,,Low Frequency
17719,15,01-04-2011,High Frequency
17720,4,01-12-2010,Medium Frequency
17722,4,01-12-2010,Medium Frequency
17723,6,01-05-2011,High Frequency
17724,3,,Medium Frequency
17725,11,01-04-2011,High Frequency
17727,1,,Low Frequency
17728,3,01-10-2011,Medium Frequency
17730,13,01-03-2011,High Frequency
17731,4,01-06-2011,Medium Frequency
17732,1,01-12-2010,Low Frequency
17733,2,01-11-2011,Medium Frequency
17734,3,,Medium Frequency
17735,19,01-12-2010,High Frequency
17736,3,,Medium Frequency
17737,2,01-10-2011,Medium Frequency
17738,4,01-03-2011,Medium Frequency
17739,7,01-01-2011,High Frequency
17742,2,01-01-2011,Medium Frequency
17744,6,01-04-2011,High Frequency
17746,1,,Low Frequency
17747,1,,Low Frequency
17749,2,,Medium Frequency
17750,9,01-09-2011,High Frequency
17752,1,,Low Frequency
17754,5,01-10-2011,High Frequency
17757,30,01-12-2010,High Frequency
17758,8,01-04-2011,High Frequency
17759,3,,Medium Frequency
17760,2,01-12-2010,Medium Frequency
17761,1,01-11-2011,Low Frequency
17763,1,,Low Frequency
17764,2,01-05-2011,Medium Frequency
17765,3,01-07-2011,Medium Frequency
17767,1,,Low Frequency
17768,3,01-11-2011,Medium Frequency
17769,10,01-03-2011,High Frequency
17770,5,01-03-2011,High Frequency
17771,2,,Medium Frequency
17772,2,,Medium Frequency
17774,4,01-02-2011,Medium Frequency
17775,1,,Low Frequency
17777,3,,Medium Frequency
17779,3,,Medium Frequency
17781,2,01-07-2011,Medium Frequency
17783,2,01-04-2011,Medium Frequency
17785,1,,Low Frequency
17786,2,,Medium Frequency
17787,4,01-12-2010,Medium Frequency
17788,2,01-08-2011,Medium Frequency
17789,1,01-03-2011,Low Frequency
17790,14,01-12-2010,High Frequency
17791,1,01-11-2011,Low Frequency
17793,1,,Low Frequency
17795,2,,Medium Frequency
17796,4,01-12-2010,Medium Frequency
17797,3,01-06-2011,Medium Frequency
17799,10,01-04-2011,High Frequency
17800,9,01-01-2011,High Frequency
17802,3,01-12-2010,Medium Frequency
17805,1,,Low Frequency
17806,1,,Low Frequency
17809,12,01-12-2010,High Frequency
17811,39,01-01-2011,High Frequency
17812,4,01-12-2010,Medium Frequency
17813,5,01-10-2011,High Frequency
17816,4,01-12-2010,Medium Frequency
17817,3,01-03-2011,Medium Frequency
17819,7,01-12-2010,High Frequency
17824,1,,Low Frequency
17827,5,01-12-2010,High Frequency
17828,4,01-06-2011,Medium Frequency
17829,1,,Low Frequency
17830,3,01-12-2011,Medium Frequency
17831,1,01-11-2011,Low Frequency
17832,1,,Low Frequency
17835,3,01-12-2011,Medium Frequency
17836,1,,Low Frequency
17837,8,01-07-2011,High Frequency
17838,5,01-12-2010,High Frequency
17839,1,,Low Frequency
17841,124,01-12-2010,High Frequency
17843,1,01-02-2011,Low Frequency
17844,1,,Low Frequency
17846,1,,Low Frequency
17848,9,01-02-2011,High Frequency
17849,4,01-01-2011,Medium Frequency
17850,34,01-12-2010,High Frequency
17852,2,,Medium Frequency
17854,2,01-06-2011,Medium Frequency
17855,1,01-12-2010,Low Frequency
17856,4,01-03-2011,Medium Frequency
17857,23,01-12-2010,High Frequency
17858,12,01-12-2010,High Frequency
17859,1,01-02-2011,Low Frequency
17860,1,01-12-2010,Low Frequency
17861,8,01-07-2011,High Frequency
17862,1,,Low Frequency
17863,6,01-12-2010,High Frequency
17864,3,01-03-2011,Medium Frequency
17865,20,01-12-2010,High Frequency
17866,1,,Low Frequency
17867,6,01-11-2011,High Frequency
17869,5,01-12-2010,High Frequency
17870,12,01-12-2010,High Frequency
17871,1,,Low Frequency
